"","code","employmentStatus","countryOfResidence","gender","age","income","customerType","joinDate","isCustomerAtMost6MonthOld","seniority","isPrimaryCustomer","customerTypeFirstMonth","customerRelationTypeFirstMonth","customerResidenceIndex","customerForeignIndex","channelOfJoin","deceasedIndex","customerAddrProvinceName","isCustomerActive","product"
"1031","1051209.0","N","ES","H",22,50468.22,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"A","S","N","KHD","N","\LUGO\","1","[1,2,3]"
"1032","1051254.0","N","ES","H",22,93898.26,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"I","S","N","KHD","N","\BARCELONA\","0","[1,2,3]"
"1034","1051214.0","N","ES","V",22,163779.03,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"I","S","N","KHD","N","\MADRID\","1","[1,2,3]"
"1035","1051216.0","N","ES","H",23,73548.78,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"I","S","N","KHE","N","\LERIDA\","0","[1,2,3]"
"1036","1051217.0","N","ES","H",22,88500.36,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"I","S","N","KHD","N","\ASTURIAS\","0","[1,2,3]"
"1037","1051219.0","N","ES","H",22,112743.54,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"A","S","N","KHD","N","\HUESCA\","0","[1,2,3]"
"1038","1051224.0","N","ES","V",22,80201.52,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"I","S","N","KHD","N","\VALENCIA\","0","[1,2,3]"
"1039","1051226.0","N","ES","V",22,69430.92,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"I","S","N","KHD","N","\GUADALAJARA\","1","[1,2,3]"
"1040","1051228.0","N","ES","H",22,102091.5,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"I","S","N","KHD","N","\ZARAGOZA\","0","[1,2,3]"
"1041","1051230.0","N","ES","V",22,164964.15,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"A","S","N","KHD","N","\ZARAGOZA\","1","[1,2,3]"
"1042","1051232.0","N","ES","V",22,184299.09,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"I","S","N","KHD","N","\CANTABRIA\","0","[1,2,3]"
"1044","1051236.0","N","ES","H",22,55537.65,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"A","S","N","KHD","N","\ZARAGOZA\","1","[1,2,3]"
"1045","1051239.0","N","ES","V",22,239877.81,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"I","S","N","KHD","N","\CANTABRIA\","0","[1,2,3]"
"1046","1051240.0","N","ES","V",22,105617.31,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"I","S","N","KHD","N","\SORIA\","0","[1,2,3]"
"1047","1051243.0","N","ES","V",22,65761.08,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"I","S","N","KHD","N","\MALAGA\","0","[1,2,3]"
"1048","1051245.0","N","ES","H",22,93123.72,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"I","S","N","KHD","N","\SEVILLA\","0","[1,2,3]"
"1049","1051252.0","N","ES","H",22,128190.9,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"I","S","N","KHD","N","\BALEARS"," ILLES\","0"
"1051","1051118.0","N","ES","V",23,94603.68,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"A","S","N","KHE","N","\SALAMANCA\","1","[1,2,3]"
"1053","1051111.0","N","ES","V",22,38025,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"A","S","N","KHE","N","\ZAMORA\","1","[1,2,3]"
"1054","1050976.0","N","ES","V",8,83184.72,"02 - PARTICULARES","2012-08-13",0,35,1,1,"A","S","N","KAT","N","\MADRID\","1","[1,2,3]"
"1055","1050977.0","N","ES","V",28,49468.65,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"I","S","N","KHE","N","\TOLEDO\","0","[1,2,3]"
"1056","1050978.0","N","ES","V",22,87976.98,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"I","S","N","KHD","N","\BARCELONA\","0","[1,2,3]"
"1057","1050980.0","N","ES","V",22,87545.34,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"I","S","N","KHD","N","\VALLADOLID\","0","[1,2,3]"
"1059","1050986.0","N","ES","H",22,217564.62,"03 - UNIVERSITARIO","2012-08-13",0,35,1,1,"I","S","N","KHD","N","\VALLADOLID\","0","[1,2,3]"
